Country Name,Country Code,2018,2019,2020,2021,2022,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,gdp_per_capita_2018,gdp_per_capita_2019,gdp_per_capita_2020,gdp_per_capita_2021,gdp_per_capita_2022,gdp_per_capita_norm_2018,gdp_per_capita_norm_2019,gdp_per_capita_norm_2020,gdp_per_capita_norm_2021,gdp_per_capita_norm_2022
Central Europe and the Baltics,CEB,1657633874968.79,1685123570509.08,1678756939339.66,1926804401016.02,1955925827813.51,102439383.0,102282674.0,102046650.0,100647592.0,100289401.0,16181.607370368387,16475.161477583977,16450.877508861486,19144.06855373172,19502.81693090888,0.08593601760549777,0.08503450223719403,0.09299961592801358,0.08553203836724409,0.08627579834080727
Switzerland,CHE,725568717468.001,721369112726.724,741999406005.627,813408787222.499,818426550206.45,8514329.0,8575280.0,8638167.0,8704546.0,8777088.0,85217.36915122742,84121.93103044145,85897.78433383227,93446.43445189434,93245.79521208514,0.45256575370159674,0.43418491176173624,0.48559482300021084,0.41750080419888547,0.41249709989823297
Channel Islands,CHI,10026153344.8196,10032440928.3488,9439810775.67214,11157002972.5829,11308300346.3725,164949.0,165639.0,166235.0,166741.0,167215.0,60783.353308110985,60568.108527271965,56785.94023925251,66912.17500544497,67627.30823414466,0.3228034891992377,0.31261477874268473,0.3210206038867468,0.2989508057672448,0.2991670397261311
Chile,CHL,295857562991.709,278285058719.466,254042159309.311,315515014838.539,302116539409.03,18893191.0,19197744.0,19370624.0,19456334.0,19553036.0,15659.480867562763,14495.716721686986,13114.815470545038,16216.570646789833,15451.131957667854,0.08316314892129241,0.07481784367802047,0.07414028832628934,0.07245253739315406,0.06835211290961088
China,CHN,13894907857880.6,14279968506271.7,14687744162801.0,17820459508852.2,17881782683707.3,1402760000.0,1407745000.0,1411100000.0,1412360000.0,1412175000.0,9905.406383045281,10143.860220616447,10408.719554107434,12617.50510411807,12662.582671203852,0.052604859198459857,0.052356276191733365,0.05884226663975622,0.0563726006117941,0.056016237699651736
Cote d'Ivoire,CIV,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70173140101.4315,27464173.0,28193009.0,28915449.0,29639736.0,30395002.0,2130.8661938114396,2141.768361701147,2179.7293483293447,2455.98127641148,2308.7065466036656,0.011316437888714578,0.01105447171443053,0.012322381715653391,0.010972854812636585,0.010213165674913448
Cameroon,CMR,39955552189.795,39667757527.6578,40773241177.0505,45011937346.8384,44347206072.5513,24806383.0,25506095.0,26210558.0,26915758.0,27632771.0,1610.696415910171,1555.2266047647747,1555.6037066074862,1672.3265734087222,1604.877269548946,0.008553960826427927,0.008027109195994817,0.008794093030767617,0.0074716354174084185,0.007099593261828233
"Congo, Dem. Rep.",COD,47568210009.8172,51775829877.2088,48716961860.1325,55328482783.5393,65801547619.5815,90047644.0,92947442.0,95989998.0,99148932.0,102396968.0,528.2560197778989,557.0441613359171,507.5212300778723,558.0340772963575,642.6122658200338,0.002805420844592537,0.0028751143378948694,0.0028691040612958555,0.0024931895733437404,0.0028427629943729746
"Congo, Rep.",COG,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030154.6941,5483118.0,5616661.0,5752791.0,5892183.0,6035104.0,2694.4341319142686,2488.4246672491536,1993.5866719309984,2516.1625514543084,2620.838042674012,0.014309390513395413,0.012843695233105393,0.011270085423037157,0.011241733244172995,0.011593960772677036
Colombia,COL,334198218098.276,323031701192.84,270348342541.465,318524633225.395,345329875078.512,49024465.0,49907985.0,50629997.0,51188173.0,51737944.0,6816.9681830954405,6472.54544924705,5339.687113579426,6222.621643976139,6674.596019480636,0.03620302262872611,0.03340724042269302,0.03018616183064738,0.027801483874944823,0.029526816675924668
Comoros,COM,1188797449.38584,1195019531.9011,1225039196.61091,1296089479.91978,1242519407.77603,771590.0,786578.0,802163.0,818174.0,834188.0,1540.7113225752537,1519.2638643606863,1527.1699101191527,1584.1245015360792,1489.4956625796945,0.008182289454400629,0.007841491972545573,0.008633351930399815,0.00707756542260521,0.006589172624113027
Cabo Verde,CPV,2205099509.15987,2252177133.74705,1821565617.6945,2051842609.64558,2247003347.63376,513415.0,514104.0,514679.0,516649.0,519741.0,4294.96510456428,4380.78119164031,3539.2266202710816,3971.4440744985086,4323.31362665974,0.02280936549707125,0.02261085868858044,0.02000785162919807,0.017743652870860428,0.01912530563862383
Costa Rica,CRI,62420164991.5374,64417670521.3545,62395610760.0492,64960725734.1965,69243626028.5936,4957818.0,4999553.0,5034320.0,5059988.0,5081765.0,12590.249378161401,12884.68599519887,12394.049396949182,12838.11853589307,13625.90084913285,0.06686331385104259,0.06650270843020306,0.07006567479991363,0.05735825924845995,0.06027772695791977
Caribbean small states,CSS,36727457619.9835,38046955433.6011,31763210392.7783,37091445807.6818,48740490013.1088,3048465.0,3079149.0,3092577.0,3111609.0,3131505.0,12047.852811163486,12356.321643935093,10270.790474344956,11920.34275761569,15564.557621050837,0.06398279649180616,0.06377562137429021,0.05806253003079386,0.05325781252994637,0.06885388092063052
Curacao,CUW,3046364804.46927,3026124134.07821,2534327597.76536,2739608156.42458,3075180834.72417,159336.0,157441.0,154947.0,152369.0,149996.0,19119.12439416874,19220.686695830245,16356.093359441356,17980.088839754677,20501.752278221888,0.10153635377086657,0.09920519007117279,0.09246378496778745,0.08033159953287879,0.0906948494391998
Cayman Islands,CYM,5530178440.71376,5941896607.58643,5655358021.43209,6060026520.10608,6600843963.37585,65941.0,67327.0,68684.0,70108.0,71591.0,83865.55315681838,88254.29036770434,82338.79828536617,86438.445257404,92202.14780315751,0.4453866348145783,0.4555135718654611,0.4654752679538483,0.38619044825349064,0.40788025333137395
Cyprus,CYP,25754001367.5448,26196667099.5303,25555093854.2968,30372874319.6285,30976176886.8521,1270737.0,1286671.0,1302247.0,1317309.0,1331370.0,20266.980002584958,20360.03539329813,19623.845441223362,23056.7576169513,23266.39242798929,0.10763229575707854,0.10508579703794498,0.11093694473631614,0.10301318508039452,0.10292495634586991
Czechia,CZE,251992360762.236,256794209028.77,251109660602.536,290972714482.313,301831228325.556,10629928.0,10671870.0,10697858.0,10505772.0,10672118.0,23705.93298112988,24062.71900133435,23472.891545441715,27696.461952754446,28282.223671585718,0.1258956188587061,0.1241967391661644,0.13269625874182764,0.12374249704189119,0.12511379431820477
Germany,DEU,4052008447223.53,3957208055215.68,3940142541354.1,4348297440387.53,4163596357879.39,82905782.0,83092962.0,83160871.0,83196078.0,83797985.0,48874.85950284541,47623.86560748286,47379.76519454805,52265.65416205713,49686.11545825822,0.2595607896403393,0.24580467463419353,0.26784589232269956,0.23351295073620995,0.21979949321172146
Djibouti,DJI,2913466732.12507,3088853638.56832,3185150981.03207,3385825228.86997,3674298479.07676,1071882.0,1088709.0,1105188.0,1121248.0,1137096.0,2718.0853229413965,2837.171033369174,2881.9992445014514,3019.6934388020936,3231.3001532647727,0.014434995412956881,0.014643706340152524,0.01629243319689695,0.013491412984654704,0.014294499168469565
Dominica,DMA,554770370.37037,611537037.037037,504214814.814815,555266666.666667,607159259.259259,68174.0,67880.0,67573.0,67202.0,66826.0,8137.56520624241,9009.090115454288,7461.779332200953,8262.650913167272,9085.674127723625,0.043216346239502997,0.04649930106117683,0.04218271102319476,0.03691594464032608,0.04019284965914116
Denmark,DNK,355293374912.393,345401473012.615,355631021931.621,408378204639.999,401945576107.963,5793636.0,5814422.0,5831404.0,5856733.0,5903037.0,61324.76650455655,59404.26632477226,60985.488560151374,69727.98736770125,68091.31911386682,0.3256787841508872,0.3066077515880887,0.34476136669434476,0.31153131707953413,0.3012197128978412
Dominican Republic,DOM,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13,10782053.0,10894043.0,11008300.0,11123476.0,11230734.0,7934.981412085249,8164.220809321177,7162.291752421136,8472.479820009923,10109.523400352105,0.04214048003518772,0.042138612942868435,0.04048965666304101,0.03785342008136153,0.04472211400539478
Algeria,DZA,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,42505035.0,43294546.0,44042091.0,44761099.0,45477389.0,4577.210291804912,4468.453418836567,3743.541952292887,4160.55926736924,4961.552576647331,0.02430829121097737,0.023063368013590903,0.021162881043039195,0.01858858339788234,0.02194872212955696
East Asia & Pacific (excluding high income),EAP,16648930593614.8,17222812070662.6,17496305186280.5,20849863760041.9,21124945071215.4,2100698838.0,2112289891.0,2121866294.0,2128553744.0,2133560408.0,7925.424764582462,8153.6214058710375,8245.715215777163,9795.319389427594,9901.264099204918,0.0420897273374333,0.042083905436807255,0.04661443425774586,0.04376361437927558,0.04380082465873142
Early-demographic dividend,EAR,11610507701898.7,11834959859719.9,11006437195990.5,12811302058068.8,14147623772391.9,3314245247.0,3355014793.0,3396051187.0,3432026092.0,3470644834.0,3503.2132013792097,3527.5432717652106,3240.9515021807883,3732.86849069468,4076.367490500729,0.01860459127817055,0.018206977008561984,0.01832165152173645,0.016677742772903792,0.018032874985155992
East Asia & Pacific,EAS,26494505143186.8,27040135154758.5,27163485040463.8,31155716955057.3,30673443320595.9,2347576325.0,2359771090.0,2369438682.0,2375144416.0,2379648296.0,11285.897229853346,11458.795842252013,11464.101285598832,13117.398986427484,12889.906198388864,0.059936262253805744,0.05914315328619284,0.0648085195422699,0.058606030909080876,0.05702186262342633
Europe & Central Asia (excluding high income),ECA,1468176944855.79,1498314054530.37,1437142037120.74,1670340541088.59,1817978495944.86,246654915.5,248858341.0,250655325.5,252183790.0,250834021.5,5952.352264618826,6020.750795451016,5733.5388117286975,6623.504790250754,7247.73491679182,0.031611287883742706,0.031075358361855997,0.032412672643869836,0.02959255313233411,0.03206224610136962
Europe & Central Asia,ECS,23306311175509.3,23031892537932.9,22286624242751.4,25523993209132.2,25662572829777.2,919738352.5,922811778.0,925088545.5,925075848.0,925385334.5,25340.15365582931,24958.38597536073,24091.341689573863,27591.243749704077,27731.769537544144,0.13457451048287242,0.12881961314589768,0.13619246287099537,0.12327240222610125,0.12267871686079558
Ecuador,ECU,107478962000.0,107595829000.0,95865472000.0,107435101000.0,116586079000.0,17049547.0,17340021.0,17546065.0,17682454.0,17823897.0,6303.918925235961,6205.057594797608,5463.6450964931455,6075.802657255605,6540.998245221009,0.033478360668590064,0.032026635043586354,0.030886917446630628,0.027145524710884432,0.028935812070198352
"Egypt, Arab Rep.",EGY,262588632526.73,318678815489.749,383817841547.099,424671765455.704,476747720364.742,105682094.0,107553158.0,109315124.0,110957008.0,112618250.0,2484.7031563050787,2962.988920230023,3511.113810263793,3827.3541537430783,4233.307837448567,0.013195567615592691,0.015293099755586095,0.01984892512014548,0.01709988665179388,0.0187271415504822
Euro area,EMU,13867949267318.1,13587020300289.4,13266857904728.0,14917737268178.2,14452048668851.0,346105839.0,346454019.0,346922366.0,347094588.0,348627172.0,40068.52154643395,39217.38399660303,38241.57565190824,42978.881791663654,41454.16602481863,0.21279277727044643,0.2024156626163204,0.21618614850142867,0.19202142721481502,0.18338331744659017
Spain,ESP,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,46797754.0,47134837.0,47365655.0,47415794.0,47759127.0,30592.12647955413,29776.201150038345,27230.359993358266,30817.682855900082,30287.365758361328,0.16246627788971793,0.15368616852424224,0.15393786863951464,0.13768751532738296,0.1339840634150319
Estonia,EST,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,1321977.0,1326898.0,1329522.0,1330932.0,1348840.0,23618.136125458084,24021.250141330605,23933.99394210656,27953.767023012668,28451.14778251757,0.12542935416929488,0.12398270278943084,0.13530294922202957,0.12489208690465434,0.12586107418968626
Ethiopia,ETH,84269196625.8784,95912607722.3032,107657734392.446,111261882958.426,126772703047.701,112664152.0,115737383.0,118917671.0,122138588.0,125384287.0,747.9681436370142,828.7089722972499,905.3131758058564,910.947840320751,1011.0732858232947,0.0039722508455894276,0.004277278559889858,0.005117889766011738,0.004069940797077053,0.004472746435783868
European Union,EUU,16091487781135.5,15808398315797.0,15504700009593.0,17496551469916.3,16995332000257.8,446953938.0,447303223.0,447653554.0,446564156.0,447847220.0,36002.56405199298,35341.57033292157,34635.48959022226,39180.375842606365,37948.950537770004,0.19119960751740167,0.1824111311825199,0.19580032904836236,0.17505042882640598,0.16787708234357787
Fragile and conflict affected situations,FCS,1734689832167.02,1842632114099.19,1675406927630.4,1786326958459.63,1964841634349.73,953648681.0,974824119.0,996691242.0,1018693078.0,1038158122.0,1819.0030214774868,1890.2200696361617,1680.9688467498343,1753.5477535262391,1892.6227062256032,0.009660219290970488,0.009756136409282483,0.009502803546527019,0.007834516122444868,0.008372510264338695
Finland,FIN,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280241515774.32,5515525.0,5521606.0,5529543.0,5541017.0,5556106.0,49654.24970353285,48358.18077737003,48828.68468627986,53099.13514001473,50438.475395235444,0.2636999142943262,0.2495947512924123,0.2760368812939011,0.23723678440223292,0.22312775365903545
Fiji,FJI,5581425324.91185,5444407214.31758,4432466237.09588,4305031630.81808,4969503560.7735,917180.0,914899.0,914963.0,916711.0,919422.0,6085.419792092992,5950.828686355084,4844.421290364616,4696.1710188031775,5405.030074082957,0.03231797252402636,0.030714464069533758,0.027386339674264643,0.020981594305935335,0.023910560528234828
France,FRA,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,67158348.0,67382061.0,67601110.0,67842811.0,68065015.0,41418.17664848442,40408.284857475046,39169.860600070766,43725.099952124474,41082.81193207465,0.21996042025896362,0.2085623496795023,0.22143390161395216,0.19535538729502103,0.18174053574320265
Faroe Islands,FRO,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,50998.0,51795.0,52571.0,53315.0,53952.0,62524.03873616377,63064.634312736554,62236.086655819745,68736.50561055406,66108.73364583704,0.3320477855269746,0.3255002868925225,0.3518312109938245,0.3071015661384153,0.2924492288883202
"Micronesia, Fed. Sts.",FSM,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,109909.0,110282.0,110916.0,111624.0,112114.0,3566.586903711252,3572.6591828222195,3353.889429838797,3493.8722855299934,3835.3818434807426,0.018941151390814537,0.01843983718689347,0.018960108886107614,0.015609953419120526,0.01696681211029126
Gabon,GAB,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,2212318.0,2267706.0,2322539.0,2376722.0,2430747.0,7624.27752337711,7441.17864722808,6605.803460775643,8181.4091413465685,8409.207414502785,0.04049041807045279,0.03840672051597203,0.037343733452343604,0.03655297193549648,0.03720032268517289
United Kingdom,GBR,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,66460344.0,66836327.0,67081234.0,67026292.0,67791000.0,43203.81410577396,42662.535374031104,40201.68124229274,46896.86624328345,45935.92764739258,0.2294434443155025,0.22019738408290362,0.22726695966094998,0.20952623271097415,0.20320955912903924
Georgia,GEO,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,3726549.0,3720161.0,3722716.0,3708610.0,3712502.0,4804.0546040444115,4741.283271587601,4300.857012912078,5083.606954845778,6729.846599302842,0.025512998281426877,0.024471545454261022,0.024313478119733944,0.02271258399882302,0.02977123202883703
