Country Name,Country Code,2018,2019,2020,2021,2022,Population_2018,Population_2019,Population_2020,Population_2021,Population_2022,gdp_per_capita_2018,gdp_per_capita_2019,gdp_per_capita_2020,gdp_per_capita_2021,gdp_per_capita_2022,gdp_per_capita_norm_2018,gdp_per_capita_norm_2019,gdp_per_capita_norm_2020,gdp_per_capita_norm_2021,gdp_per_capita_norm_2022
Ghana,GHA,67298914624.3723,68337969247.7067,70043099675.68,79524421861.2743,74263364041.8742,30637585.0,31258945.0,31887809.0,32518665.0,33149152.0,2196.6129061534157,2186.1892411182366,2196.5478931362136,2445.5008181078256,2240.2794509456594,0.011665600397728973,0.011283744573170641,0.012417459817515396,0.01092603012857225,0.00991046056687949
Guinea,GIN,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,12704774.0,13034346.0,13371183.0,13710513.0,14055137.0,933.273615633706,1031.3414648073176,1053.6609769641475,1244.9655047791355,1416.596120117641,0.004956356684979859,0.005323141033597301,0.005956525183730631,0.0055622678649417815,0.006266682480926304
"Gambia, The",GMB,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2399632.0,2456844.0,2515733.0,2576010.0,2636470.0,696.2198069606131,738.1867519874847,720.3351433521324,781.8909251695296,836.2448758684757,0.003697429817622711,0.003810059348963173,0.004072177404221347,0.003493339173065384,0.003699347357335818
Guinea-Bissau,GNB,1554133593.91699,1588638853.59328,1646400349.84867,1853796455.89489,1796608530.82267,1922168.0,1967696.0,2013255.0,2058841.0,2105529.0,808.5316132185064,807.3599039654906,817.7803357491574,900.4077808314921,853.2813040441001,0.0042938865934531245,0.004167087992028716,0.004623051694183883,0.004022849826309891,0.0037747124416174825
Equatorial Guinea,GNQ,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,1616422.0,1670177.0,1716468.0,1758786.0,1803545.0,8102.470848340285,6804.149230738898,5764.055029129468,6945.630697945401,7589.299649093813,0.04302996986232965,0.035118772205704446,0.032585186024771166,0.031031750104424518,0.03357324679777236
Greece,GRC,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,10732882.0,10721582.0,10698599.0,10569207.0,10436882.0,19873.401523877186,19335.36020029684,17886.733165236026,20654.700196081503,20971.834925828327,0.10554210988732918,0.09979706313932929,0.10111675281016276,0.09228125174524615,0.0927743826600716
Grenada,GRD,1166514814.81481,1213485185.18519,1043411111.11111,1122800000.0,1224577777.77778,115691.0,115981.0,116341.0,116688.0,116913.0,10083.021279224919,10462.792915953389,8968.558901084827,9622.240504593447,10474.265289384244,0.05354812252797571,0.054002407735393394,0.050700792877423836,0.04299033101076673,0.046335644900755306
Guatemala,GTM,73328365862.4329,77172317258.6478,77719464220.73,86478835636.3813,95630524813.106,16845685.0,17103803.0,17357325.0,17598650.0,17847877.0,4352.946517902532,4511.997551576558,4477.617617964173,4913.947128693468,5358.089637949993,0.02311728866214272,0.02328811565311683,0.025312735963103895,0.021954576330854722,0.02370290726377646
Guam,GUM,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,162679.0,161808.0,162158.0,163730.0,165180.0,37195.95030704639,39274.943142489865,36482.936395367484,38074.8793745801,41833.15171328248,0.19753735010855034,0.20271274700765368,0.2062442608832078,0.17011128195422015,0.18505985950447817
Guyana,GUY,4787636997.85343,5173760191.84652,5471256594.72422,8041363893.04556,14718387016.7866,791556.0,807665.0,807481.0,815482.0,821637.0,6048.386971804181,6405.824434445619,6775.709390963032,9860.872334454421,17913.491014628846,0.03212130151208794,0.0330628681814789,0.038304240649774716,0.04405649240535366,0.0792450005470034
High income,HIC,56793957781697.4,57351008372783.0,55946257620087.0,62737887026890.0,64961263426035.5,1379152141.0,1383372477.0,1389524835.0,1387107942.0,1393036569.0,41180.34268541037,41457.38716528116,40262.8698752887,45229.275334139784,46632.84860688786,0.21869735020849732,0.21397716110102086,0.2276128694377822,0.20207575533614566,0.20629257079724622
"Hong Kong SAR, China",HKG,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358681066274.469,7452600.0,7507900.0,7481000.0,7413100.0,7346100.0,48537.56688883423,48359.00119505973,46109.22999466087,49770.56423747393,48826.05277282762,0.2577695223482564,0.2495989857765456,0.2606633401731938,0.22236536596026774,0.21599478156050025
Honduras,HND,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,9765210.0,9943633.0,10119640.0,10289877.0,10463872.0,2464.6424153191792,2502.3274432807307,2307.614943195114,2735.1475150397714,3003.2899682639945,0.013089030597910478,0.012915452686965185,0.013045340791777786,0.012220116196295799,0.013285836634720369
Heavily indebted poor countries (HIPC),HPC,776506227119.833,805115217775.604,813139899187.275,905796942446.21,983601535350.123,802020674.0,824649053.0,847743308.0,870930036.0,893906294.0,968.1872952814094,976.3125475578568,959.1817375776619,1040.0341072244407,1100.3407649685068,0.0051417735301797956,0.00503911610350321,0.005422417931921053,0.004646673559107332,0.004867644416747771
Croatia,HRV,61668130122.5878,61467582193.6824,57963370885.0798,69006802298.6956,71198635101.9514,3988775.0,3949390.0,3914206.0,3878981.0,3855641.0,15460.418329584345,15563.816739719907,14808.46201888194,17789.930473672237,18466.095547264747,0.08210598312949141,0.08033070942422538,0.08371476108181827,0.07948200830737906,0.08168959085356324
Haiti,HTI,16403864617.8458,15016090929.5125,14508222518.3018,20877414952.6375,20253551920.5516,10962362.0,11105163.0,11243848.0,11374586.0,11503606.0,1496.3804897015625,1352.1720419153237,1290.3253866738326,1835.443940784966,1760.6263566877726,0.007946860726765323,0.006979068258588103,0.007294429450234041,0.008200412630341514,0.007788589978628569
Hungary,HUN,160565642983.587,164020460331.659,157288955508.176,182109999477.691,177006128624.627,9775564.0,9771141.0,9750149.0,9709891.0,9644377.0,16425.20502996932,16786.21363990746,16131.954035592276,18755.10234643118,18353.29836490496,0.08722969704567857,0.0866399593872783,0.09119668714755867,0.08379421171493062,0.08119060309229983
IBRD only,IBD,30653934094282.1,31298751631398.9,30114868724300.2,35763964842420.9,37711987599830.9,4807550491.0,4845715724.0,4879367453.0,4905899020.0,4928694202.0,6376.206376130206,6459.056497347036,6171.879657430711,7289.992047659574,7651.517025448214,0.03386225922146683,0.03333761887075377,0.03489068819494843,0.03257029078052376,0.0338484815925542
IDA & IBRD total,IBT,33059072280457.1,33801024892359.5,32566020356731.5,38431269006646.3,40596809224874.0,6518627024.5,6594857152.0,6667541078.5,6733337540.0,6795222291.5,5071.477806017417,5125.361188772494,4884.2624249804985,5707.610643063989,5974.316583528944,0.02693320855268546,0.026453915979281515,0.02761156840236243,0.025500513181806336,0.02642894791099611
IDA total,IDA,2405084337108.54,2501780139643.8,2450267402830.47,2668547717370.14,2885452928535.09,1711076533.5,1749141428.0,1788173625.5,1827438520.0,1866528089.5,1405.597172318733,1430.2903696611775,1370.262578470443,1460.2667548947913,1545.8931182268125,0.007464735769563454,0.007382266316738171,0.007746328027160666,0.006524192689527633,0.006838661481419274
IDA blend,IDB,1066719614873.96,1092770923537.26,1024076691136.99,1114246944908.41,1208339576445.76,574487740.0,585824310.0,597524859.0,609556583.0,621500917.0,1856.8187632236677,1865.356054509346,1713.8645793764206,1827.9631062706608,1944.228147366933,0.009861048181085302,0.009627803879564729,0.00968876873277895,0.00816698969190496,0.008600800395398765
Indonesia,IDN,1042271532953.49,1119099871385.79,1059054842711.55,1186509691070.97,1319076267291.51,269951846.0,272489381.0,274814866.0,276758053.0,278830529.0,3860.953530777078,4106.948561734192,3853.7028877890107,4287.173139894036,4730.7454891049965,0.020504450701383823,0.021197505538017983,0.021785639597158367,0.01915426997449592,0.020927686767794808
IDA only,IDX,1338364722234.58,1409009216106.54,1426190711693.48,1554300772461.73,1677113352089.33,1136588793.5,1163317118.0,1190648766.5,1217881937.0,1245027172.5,1177.5276422647396,1211.1995897807635,1197.8265562613171,1276.2327161945009,1347.0495978989006,0.006253521907961065,0.006251456434404823,0.0067715177880737325,0.005701963787932742,0.0059590252974791695
India,IND,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3353470496886.33,1374659064.0,1389030312.0,1402617695.0,1414203896.0,1425423212.0,1966.2545517167887,2041.42863698585,1907.0425163766881,2239.6138436748233,2352.613924520776,0.010442231226215773,0.010536580672367518,0.01078083655330181,0.010006166487931104,0.01040740141512832
Ireland,IRL,395461216460.418,407124824064.995,436555518400.451,531306516907.984,548570250341.987,4867316.0,4934340.0,4985382.0,5033164.0,5165700.0,81248.31353880004,82508.46598835812,87567.11489720366,105561.13746899247,106194.75585922276,0.43148720290130044,0.42585721209594884,0.49503183334612144,0.4716269812107318,0.4697802052810732
"Iran, Islamic Rep.",IRN,398880231367.268,333519146339.191,262186179355.944,383436202446.695,394362621793.035,86117998.0,87051648.0,87723443.0,88455488.0,89524246.0,4631.787090165148,3831.2789476333746,2988.7812241471643,4334.792686313539,4405.092915197912,0.02459813341252067,0.01977467102141087,0.01689608993737994,0.019367025004073463,0.019487077655013525
Iraq,IRQ,227367469034.031,233636097800.338,180898797516.874,209691945713.103,286640340965.517,40265624.0,41192171.0,42116605.0,43071211.0,44070551.0,5646.6893207474195,5671.856863294192,4295.189451212271,4868.494310807815,6504.124283935479,0.02998799697544999,0.029274585611015348,0.024281438426954852,0.021751501830134908,0.02877269048324159
Iceland,ISL,26260850582.0687,24681343649.2952,21629953194.0659,25825287184.3818,28770206626.5564,352721.0,360563.0,366463.0,372520.0,382003.0,74452.18907314478,68452.23622306006,59023.56634657769,69325.90782879255,75314.08556099402,0.3953948754605062,0.35330772582535763,0.33367028585414593,0.3097349025685801,0.33317150446019245
Israel,ISR,375149611117.199,399651065197.871,411728563086.632,489708278893.053,525000415276.678,8882800.0,9054000.0,9215100.0,9371400.0,9557500.0,42233.26103449351,44140.82893725105,44679.77157997548,52255.615905099876,54930.72616025927,0.2242891068067728,0.22782741292844125,0.2525823679892359,0.23346810172322202,0.24300039679938568
Italy,ITA,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2102995942720.44,60421760.0,59729081.0,59438851.0,59133173.0,59013667.0,34746.34413924172,33812.78872486804,32091.48666213669,36852.54254149511,35635.744220409826,0.18452817284050707,0.1745205145565715,0.18141864666672303,0.1646501146682964,0.15764401075888
Jamaica,JAM,15730792835.5811,15830766570.7266,13812421803.4084,14657586127.0331,17097760723.9201,2820097.0,2823271.0,2830739.0,2837682.0,2839144.0,5578.103460831702,5607.243006685012,4879.440246313206,5165.337809886062,6022.15341099997,0.029623756543068824,0.0289410892054194,0.027584307804029432,0.0230777418339756,0.026640566596377573
Jordan,JOR,43370860704.2254,44503006338.0282,43700383098.5916,46296100140.8451,48764963380.2817,10462306.0,10671891.0,10865228.0,11066356.0,11256263.0,4145.4398967326515,4170.114400346499,4022.0401356135003,4183.499983268666,4332.251598979315,0.022015278692307058,0.021523528178348433,0.02273727876568439,0.01869107813075349,0.01916484509080405
Japan,JPN,5040880939324.86,5117993853016.51,5055587093501.59,5034620784584.98,4256410760723.75,126811000.0,126633000.0,126261000.0,125681593.0,125124989.0,39751.13309827113,40415.95676495471,40040.7655055923,40058.5373276179,34017.27180750242,0.21110721546902442,0.20860194727826517,0.22635727556039953,0.17897388645600174,0.15048427583387744
Kazakhstan,KAZ,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,18932727.0,19209555.0,19482117.0,19743603.0,20034609.0,9472.485273277589,9457.126146571381,8781.507977876481,9983.601035769003,11255.339643788106,0.05030573555398713,0.04881178345731035,0.049643362110707225,0.0446048207797605,0.04979093106420818
Kenya,KEN,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,50207107.0,51202827.0,52217334.0,53219166.0,54252461.0,1836.4527552899294,1960.4080885489195,1927.6645902784887,2061.3562208959456,2109.5628851313677,0.00975288997551962,0.010118403162138393,0.010897416653753808,0.009209745508347604,0.009332201738324147
Kyrgyz Republic,KGZ,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,6444078.5,6590211.0,6726595.5,6851224.0,6975219.5,1283.5204033308285,1421.999275041019,1229.5177574213449,1349.997306505423,1739.7203081489408,0.006816419991726853,0.0073394728603592505,0.006950673552536291,0.0060315298752516245,0.007696106619212892
Cambodia,KHM,33145892168.8958,36685356407.7206,34818073901.4851,36790163687.4421,39994532959.6074,16274522.0,16481304.0,16725474.0,16974305.0,17201724.0,2036.67377566578,2225.8770548568605,2081.7391424293924,2167.4032419849946,2325.0305004084125,0.010816208145228625,0.011488588300544004,0.01176842637141758,0.009683543324682334,0.01028537894295428
Kiribati,KIR,233514703.710292,216985362.338171,223123620.597516,289339292.157301,270841698.369345,122084.0,123921.0,126099.0,128377.0,130469.0,1912.7379813103437,1750.9975092048242,1769.4321176021697,2253.8250010305665,2075.908440850662,0.010158019600548983,0.009037556434052853,0.010002901502309099,0.010069659222131402,0.009183322524704886
St. Kitts and Nevis,KNA,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,47008.0,46952.0,46870.0,46763.0,46709.0,22901.38164031973,23595.492323129154,18859.019036104586,18361.14496978855,21011.574420981608,0.12162287038533771,0.12178520662566861,0.10661325064222693,0.08203408547220006,0.09295018068361639
"Korea, Rep.",KOR,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,51585058.0,51764822.0,51836239.0,51769539.0,51672569.0,33447.15628361666,31902.416904819456,31721.29891418569,35125.52249847232,32394.68337252034,0.17762854736582825,0.16466036738734227,0.1793259121993881,0.15693411928485784,0.1433063326114921
Kuwait,KWT,138646316321.596,140856394870.02,111045470461.207,148459291453.471,183940215065.171,4323515.0,4442316.0,4400267.0,4360865.0,4589643.0,32067.96236895119,31707.873746491692,25236.07555205332,34043.542153556926,40077.238047745974,0.17030403195649232,0.16365625700854197,0.14266383860721585,0.15210003795495852,0.17729211734454417
Latin America & Caribbean (excluding high income),LAC,4870399736155.19,4803447002170.21,4047055896231.79,4693445308215.29,5393055179435.19,572668977.0,578311232.0,583125825.0,586944219.0,590730587.0,8504.738220096024,8305.989467917181,6940.278963346873,7996.407761220816,9129.466626780899,0.04516630002719458,0.04287033428793374,0.039234580506532536,0.03572642113734733,0.04038657720275141
Lao PDR,LAO,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,7128045.0,7237636.0,7346533.0,7453194.0,7559007.0,2545.1075420814964,2589.320810352372,2583.777306961311,2526.0510501852896,2046.4044025562089,0.013516358513599343,0.013364458159654449,0.014606533728154231,0.011285913166036462,0.009052803714670963
Lebanon,LBN,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,5984119.0,5794594.0,5702398.0,5718122.0,5744489.0,9174.536662047596,8905.880054974361,5561.19166950397,4045.3739106623298,3654.3584553487876,0.04872341332145781,0.045966595137127315,0.03143836485849142,0.018073957245058638,0.0161660079298095
Liberia,LBR,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0,4944726.0,5043721.0,5149463.0,5259323.0,5373294.0,692.2031271297944,658.1641807705065,616.787867006715,667.9661051431905,744.617175237387,0.0036760983478399895,0.003397032774356632,0.0034868069931093294,0.0029843448571431922,0.0032940083209245653
Libya,LBY,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,6849055.0,6951033.0,7045399.0,7135175.0,7223805.0,11196.585481084368,9963.194890844828,6650.33810585348,4935.827873498015,5986.636948512577,0.059461952388356706,0.051423794503493124,0.037595495395467804,0.02205233531551745,0.026483450259481393
St. Lucia,LCA,2060962962.96296,2095370370.37037,1499296296.2963,1867185185.18518,2342703703.7037,177017.0,177661.0,178250.0,178522.0,178781.0,11642.740318517204,11794.2056521711,8411.199418212062,10459.132124809155,13103.762165463333,0.06183135668094975,0.06087432941279696,0.0475499446741543,0.04672940277435806,0.057967910281806076
Latin America & Caribbean,LCN,5743189791995.49,5659312361702.85,4805510770575.42,5581050600056.69,6344871239270.21,635680745.0,640853375.0,645497618.0,649234475.0,653104771.0,9034.707810750962,8830.900456290567,7444.660733938479,8596.355885224195,9714.93628741262,0.04798082117027336,0.045579597239674474,0.04208593666798007,0.038406874658321086,0.04297655497643753
Least developed countries: UN classification,LDC,1100496566937.02,1161448671597.72,1172274838994.17,1279711995341.63,1435846906574.13,1033110314.0,1058013514.0,1083636132.0,1109175268.0,1134585604.0,1065.2265803795083,1097.7635504925317,1081.7974819929407,1153.7509285156816,1265.525405497856,0.005657122192506491,0.005665970389259964,0.006115585644780498,0.0051547385764459525,0.005598381765398293
Low income,LIC,420211435774.79,447114593744.199,442702142538.41,474823152496.384,547199942824.132,642186195.0,660718366.0,679560744.0,698215206.0,716865783.0,654.3451713015879,676.7098006538522,651.4533784464895,680.0527235959166,763.3227248400166,0.0034750452704727535,0.0034927536908166126,0.003682777040792841,0.0030383455576905847,0.003376757199257765
Liechtenstein,LIE,6692620691.84146,6436467007.11932,6405870210.32293,7710380085.92257,7361504432.19331,38246.0,38563.0,38901.0,39182.0,39493.0,174988.7750834456,166907.8393050157,164671.0935534544,196783.72941459267,186400.2337678401,0.9293167305414061,0.8614741078015169,0.930913773242064,0.8791920822419653,0.8245900597952264
Sri Lanka,LKA,94493871200.7869,89014978344.1404,84304298770.5329,88609324901.9774,74144870023.4244,21670000.0,21803000.0,21919000.0,22156000.0,22181000.0,4360.584734692519,4082.6940487153324,3846.1744956673615,3999.3376467763765,3342.7198964620347,0.023157853107782463,0.021072318877822245,0.021743080312676934,0.017868276019151703,0.014787393468268725
Lower middle income,LMC,5994118980886.44,6298712117939.29,6102312002456.38,6911861585177.34,7371395678679.62,2886705487.5,2926690682.0,2966396716.5,3004162907.0,3041203716.5,2076.4567105449964,2152.161879175754,2057.146290822622,2300.761243364004,2423.8414673394736,0.011027484251114073,0.011108116565568971,0.011629398787462117,0.010279361379685329,0.010722495031722649
Low & middle income,LMY,29791620278516.9,30495388425380.4,29521428086822.8,34778125922181.4,36465232446694.9,6287535114.5,6364581440.0,6438169877.5,6505838578.0,6568731933.5,4738.203403399362,4791.420883347264,4585.375758722017,5345.679193422711,5551.335145939686,0.025163280864086816,0.024730324517831682,0.02592191110881865,0.023883472658254943,0.024557779179800166
Lesotho,LSO,2556247291.99785,2390702295.82777,2053699870.07191,2412130056.55851,2354683088.71995,2183603.0,2209405.0,2235727.0,2261542.0,2286110.0,1170.6556970281915,1082.0570677751568,918.5825774219795,1066.5864514382265,1029.995533338269,0.006217026917487286,0.005584903327089661,0.005192903956180577,0.004765304356822016,0.004556453933861721
Late-demographic dividend,LTE,22641256363718.2,23070237789791.1,22553187301005.7,26910414198858.4,28079439418908.5,2298520431.5,2309008599.0,2316785459.5,2320366261.0,2324072105.5,9850.361151213547,9991.404016330864,9734.68959265354,11597.485556983109,12082.000103377817,0.05231252927699279,0.05156939240537198,0.055031860325234695,0.051815348280816624,0.053447879255874214
Lithuania,LTU,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,2801543.0,2794137.0,2794885.0,2800839.0,2831639.0,19368.53910453532,19727.760745373616,20541.824988603035,23934.728489916022,25085.784063499053,0.10286092595028937,0.10182238987579904,0.11612643966083276,0.10693579109180598,0.1109735098653064
Luxembourg,LUX,71000359760.4611,69890505323.5842,73699366700.2134,85584105993.8746,81641807865.7591,607950.0,620001.0,630419.0,640064.0,653103.0,116786.51165467736,112726.43967281375,116905.37039685257,133711.79443598547,125006.0218154856,0.6202206920444234,0.5818235347550899,0.6608859947424096,0.597398734744002,0.5529967474825075
Latvia,LVA,33247935477.3576,33099503950.847,33379927434.6149,38185125732.9451,38018905782.397,1927174.0,1913822.0,1900449.0,1884490.0,1879383.0,17252.171042862556,17294.975160096918,17564.23215493544,20262.84338624514,20229.46136173255,0.09162148361029868,0.08926586886231508,0.09929359960279159,0.09053051043342314,0.08949029953831669
"Macao SAR, China",MAC,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,658900.0,672000.0,685400.0,682500.0,677300.0,83761.81717981424,81967.69917276905,36976.25610714298,45376.31458615604,36909.956409031154,0.44483572188348863,0.4230661112589358,0.20903308133975346,0.2027326986034374,0.1632808207755225
Morocco,MAR,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,35839760.0,36210898.0,36584208.0,36954442.0,37329064.0,3553.0692053132607,3560.261510483888,3317.104611288674,3843.166092109603,3508.0420540745677,0.018869362653087356,0.018375848139039568,0.018752158033923567,0.01717053136951573,0.015518739159610419
Monaco,MCO,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,38154.0,38109.0,38050.0,38527.0,38931.0,188298.3156684371,193746.78564741166,176891.88653849173,223823.36396022636,226052.00190520074,1.0,1.0,1.0,1.0,1.0
Moldova,MDA,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14510490660.2516,2707203.0,2664224.0,2635130.0,2595809.0,2528654.0,4156.449819566468,4405.334181621553,4375.778893052411,5274.605821953541,5738.424735156174,0.022073749331275507,0.02273758590059172,0.024737024284605842,0.023565930422218315,0.02538541878325277
Madagascar,MDG,13760033282.2925,14104664678.5063,13051441203.9474,14554754116.5427,15134700203.0497,27494926.0,28219554.0,28953556.0,29691083.0,30437261.0,500.45718552915906,499.81883762253295,450.771615201511,490.2062385714492,497.2425147929605,0.0026577889650929395,0.0025797529282995373,0.002548288810880102,0.0021901477571329834,0.0021996819784922263
Maldives,MDV,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,473099.0,487731.0,502118.0,516154.0,524106.0,11423.28384270286,11740.272402978466,7393.88865439329,10176.14388254703,11786.009154534331,0.06066588435563819,0.06059595963746152,0.04179891344414136,0.045465065409147104,0.052138486079309404
Middle East & North Africa,MEA,3608662545371.1,3598454815841.46,3207935509914.13,3807870128264.03,4475708600082.35,466691130.0,474057593.0,482334398.0,488100624.0,498070255.0,7732.442965802886,7590.754517967313,6650.853688262411,7801.403934005276,8986.098959236884,0.04106485466082696,0.03917873781803678,0.03759841007074784,0.03485518131785202,0.03975235292543606
Mexico,MEX,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,124573711.0,125762982.0,126799054.0,127648148.0,128613117.0,10084.793756202142,10369.55535687608,8841.27075003162,10314.050674143664,11385.4070757929,0.05355753566038176,0.05352117364025343,0.04998121125305403,0.04608120658921238,0.05036631828001944
Marshall Islands,MHL,220000000.0,232900000.0,241800000.0,258900000.0,253400000.0,45285.0,44007.0,42706.0,41367.0,40077.0,4858.120790548747,5292.339855023065,5661.96787336674,6258.611937051272,6322.828555031564,0.025800128765374155,0.027315755651576495,0.03200806992430766,0.027962281623840818,0.02797068153231027
Middle income,MIC,29369986143573.0,30047537869971.5,29078432184056.6,34301140512398.2,35917683987563.7,5645348919.5,5703863074.0,5758609133.5,5807623372.0,5851866150.5,5202.5103430053805,5267.92762731939,5049.558237057001,5906.226749787624,6137.817076437197,0.027629085924306195,0.02718975496659945,0.028546013815948623,0.026387891975554287,0.027152234993305695
North Macedonia,MKD,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,1889051.0,1876262.0,1856124.0,1837114.0,1831712.0,6713.98925398986,6718.858266354593,6659.596510707744,7620.802969775093,7606.2375253797,0.03565613016853592,0.034678553473304306,0.03764783473694602,0.03404829073666017,0.03364817591206081
Mali,MLI,17070867589.9055,17280250810.0321,17465392764.3706,19309463508.0377,18780322203.7584,20442030.0,21068405.0,21713836.0,22388630.0,23072640.0,835.0867105617936,820.1973908339098,804.3439567458556,862.4674001061119,813.965034073188,0.00443491333205681,0.004233347088021056,0.004547093552370646,0.00385333945860707,0.0036007866650724905
Malta,MLT,16153779511.1559,16337793530.7788,16385919535.6742,19718565605.433,19209979975.2323,484630.0,504062.0,515332.0,518536.0,531511.0,33332.1905601302,32412.26978184985,31796.82134172572,38027.38017308923,36142.205853185165,0.17701799637349278,0.16729190976533168,0.17975285336112193,0.1698990646027764,0.15988447591073357
Myanmar,MMR,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,52272247.0,52640713.0,53016522.0,53387102.0,53756787.0,1298.2131032078455,1425.9895421190286,1490.2168354836742,1242.7213441959875,1158.0500503433157,0.006894448835611407,0.00736006812889326,0.008424449897872522,0.005552241384491122,0.005122936495067919
Middle East & North Africa (excluding high income),MNA,1490670888640.86,1480176106051.1,1328872852321.83,1552753180082.25,1741921040109.65,404775501.0,411833977.0,418461302.0,424980589.0,432229148.0,3682.7102553345,3594.10876400589,3175.6170665497525,3653.7037697085266,4030.0869299764345,0.019557850224317233,0.01855054653937122,0.01795230481562385,0.016324049934115875,0.017828140852592534
Montenegro,MNE,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,622227.0,622028.0,621306.0,619211.0,617213.0,8850.374924837206,8909.653875912594,7677.371321068169,9465.961530277935,10093.438700726605,0.047001880465151295,0.045986073245760824,0.04340148930119286,0.0422921064306765,0.044650959140629436
Mongolia,MNG,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,3208189.0,3267673.0,3327204.0,3383741.0,3433748.0,4107.642885284688,4347.546103148724,4001.2519307770426,4517.615780187845,4993.514874634947,0.021814549273598303,0.022439319902114747,0.022619759498728444,0.020183843635692252,0.022090115692623122
Northern Mariana Islands,MNP,1301000000.0,1179000000.0,866000000.0,914000000.0,1096000000.0,49077.0,48129.0,47528.0,46979.0,46078.0,26509.362837989283,24496.6652122421,18220.83824272008,19455.50139423998,23785.754590042972,0.140783855362084,0.12643649870311724,0.10300550578816525,0.08692346075942832,0.1052224903543123
Mozambique,MOZ,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,29018644.0,29884380.0,30783688.0,31707800.0,32656246.0,517.5072602581016,519.0925509136212,462.4338764799202,509.90782947555175,578.251663751351,0.002748337171370923,0.002679231808564231,0.0026142175626539797,0.002278170698775499,0.002558047081546537
Mauritania,MRT,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,4337685.0,4467708.0,4600131.0,4734874.0,4875637.0,1722.9352885407263,1767.0727106209986,1795.764595667143,1947.7891838331327,1960.3524007742353,0.009150030272042033,0.009120526592047777,0.010151763491291524,0.008702349698306102,0.0086721302366362
Mauritius,MUS,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12927979286.0453,1265577.0,1265985.0,1266014.0,1266334.0,1262523.0,11643.4605962124,11403.252787067382,9011.042884450251,9068.973002267096,10239.797046109496,0.061835181875522734,0.058856474696924725,0.05094096208018815,0.040518437583123186,0.04529841346153506
Malawi,MWI,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,18528081.0,19025752.0,19533888.0,20047258.0,20568728.0,533.2031736867051,580.8898160667762,602.507478176106,617.4475208024559,604.2697511845166,0.0028316938034941837,0.0029981907267556084,0.003406077519813212,0.002758637480366781,0.0026731448785750136
Malaysia,MYS,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,32910967.0,33440596.0,33889558.0,34282399.0,34695493.0,10901.801995442129,10920.191763972029,9957.526266976129,10903.111642593798,11748.09193079444,0.05789643925779155,0.056363215149515006,0.05629159404554922,0.04871301838056233,0.05197074934873273
North America,NAC,22389071169783.0,23291130648672.5,23016676877000.2,25695929788464.2,28176204349422.0,363974650.0,366012555.0,369619953.0,370353489.0,372275216.0,61512.72120127871,63634.78610364199,62271.196915065346,69382.17284747708,75686.48982913222,0.32667695928620344,0.3284430546344505,0.35202969527669725,0.30998628391541094,0.3348189318883927
